,before,after
2305,"Tyro,",tiro
2306,nocte,nocte
2307,lucide,lucide
2308,illum.,ilum
2309,Habet,habet
2310,nivibus,niuibus
2311,"coopertum,",coopertum
2312,ac,ac
2313,tantum,tantum
2314,belonas,belonas
2315,distet,distet
2316,"Arachas,",aracas
2317,Videtur,uidetur
2318,navigantibus,nauigantibus
2319,ipso,ipso
2320,(9v),
2321,propius,propius
2322,acccedendo.,acccedendo
2323,Valles,uales
2324,fertiles,fertiles
2325,"culte,",culte
2326,habundantes,habundantes
2327,pomeriis,pomeriis
2328,breviter,breuiter
2329,mundi.,mundi
2330,"Maronite,",maronite
2331,"Iacobite,",iacobite
2332,Georgiani.,georgiani
2333,ipsi,ipsi
2334,"dicunt,",dicunt
2335,Romane,romane
2336,obedientes.Tercia,obedientestertia
2337,distinctio.,distinctio
2338,vulturnum,uulturnum
2339,castellum,castelum
2340,Iudin,iudin
2341,"Saron,",saron
2342,domus,domus
2343,Teuthonice,teutonice
2344,Castellum,castelum
2345,Regium,regium
2346,"valle,",uale
2347,"eiusdem,",eiusdem
2348,fructibus,fructibus
2349,rari,rari
2350,ibi.,ibi
2351,tenent,tenent
2352,illud.Inde,iludinde
2353,Sennym,sennim
2354,Heber,heber
2355,Cyneus,cineus
2356,tetenderat,tetenderat
2357,"tabernaculum,",tabernaculum
2358,"Asor,",asor
2359,uxor,uxor
2360,Jahel,iahel
2361,Sysaram,sisaram
2362,principem,principem
2363,Jabim,iabim
2364,clavo,clauo
2365,tabernaculi,tabernaculi
2366,transfixum,transfixum
2367,tempora,tempora
2368,"interfecit,",interfecit
2369,Iudicum.Ab,iudicumab
2370,valle,uale
2371,Kabul,kabul
2372,Zabul,sabul
2373,"vocant,",uocant
2374,Cabul,cabul
2375,"appellata,",appelata
2376,displicentiam,displicentiam
2377,sonat,sonat
2378,regum.Inde,reguminde
2379,Sophet,sopet
2380,pulchrius,pulcrius
2381,firmius,firmius
2382,proditum,proditum
2383,cassum,cassum
2384,ignominose,ignominose
2385,iacturam,iacturam
2386,"Christianitatis,",cristianitatis
2387,soldanus,soldanus
2388,tenet,tenet
2389,Galyleam,galileam
2390,tribum,tribum
2391,Zabulon,sabulon
2392,"Neptalim,",neptalim
2393,Aser,aser
2394,Ysachar,isacar
2395,Manasse,manasse
2396,Sydonem.,sidonem
2397,Cedes,cedes
2398,Neptalim.,neptalim
2399,Barach,barac
2400,"Achinoe,",acinoe
2401,Thabor.,tabor
2402,fugitivorum,fugiciuorum
2403,tribu,tribu
2404,"mundi,",mundi
2405,monstrantur,monstrantur
2406,pulcherrima,pulcerrima
2407,antiquorum.De,antiquorumde
2408,descensu,descensu
2409,lapidis,lapidis
2410,ducit,ducit
2411,ascensus,ascensus
2412,illius,ilius
2413,(10r),
2414,ascendit,ascendit
2415,Christus;,cristus
2416,fecit,fecit
2417,sermonem,sermonem
2418,"longum,",longum
2419,Matheum;,mateum
2420,saturavit,saturauit
2421,hominum,hominum
2422,panibus,panibus
2423,piscibus;,piscibus
2424,dimissa,dimissa
2425,turba,turba
2426,solus,solus
2427,orare;,orare
2428,fugit,fugit
2429,vellent,autent
2430,regem;,regem
2431,docuit,docuit
2432,pernoctans,pernoctans
2433,oracione;,oratione
2434,discendente,discendente
2435,supplicavit,supplicauit
2436,centurio,centurio
2437,puero,puero
2438,paralitico;,paralitico
2439,multitudo,multitudo
2440,languentium,languencium
2441,vexabantur,uexabantur
2442,spiritibus,spiritibus
2443,inmundis;,inmundis
2444,tetigit,tetigit
2445,leprosum,leprosum
2446,sanavit,sanauit
2447,eum;,eum
2448,stetit,stetit
2449,campestri,campestri
2450,insuper,insuper
2451,Neptalim,neptalim
2452,universa,uniuersa
2453,Conereth,coneret
2454,Dothaym,dotaim
2455,Bethuliam,betuliam
2456,longus,longus
2457,duorum,duorum
2458,"arcuum,",arcuum
2459,latus,latus
2460,"amplius,",amplius
2461,amenus,amenus
2462,habilis,habilis
2463,predicandum.,predicandum
2464,Ostenditur,ostenditur
2465,sedit,sedit
2466,predicans,predicans
2467,Christus,cristus
2468,apostolorum,apostolorum
2469,sessiones.,sessiones
2470,Vocatur,uocatur
2471,tabula,tabula
2472,mensa.,mensa
2473,30,
2474,passus,passus
2475,circumdatus,circumdatus
2476,"Nili,",nili
2477,toranium,toranium
2478,piscem,piscem
2479,"nutrit,",nutrit
2480,alibi,alibi
2481,invenitur.,inuenitur
2482,hunc,hunc
2483,appellat,appelat
2484,campus,campus
2485,appellatur.De,appelaturde
2486,resurrectionem,resurrectionem
2487,suam,suam
2488,"litore,",litore
2489,discipulis,discipulis
2490,"piscantibus,",piscantibus
2491,“Pueri,pueri
2492,numquid,numquid
2493,pulmencarium,pulmencarium
2494,habetis?”,habetis
2495,Ubi,ubi
2496,lapide,lapide
2497,tria,tria
2498,lapidi,lapidi
2499,impressa,impressa
2500,Beati,beati
2501,Augustini,augustini
2502,"essem,",essem
2503,festo,festo
2504,annunciationis,annuntiationis
2505,"redissem,",redissem
2506,detulerant,detulerant
2507,illo.Inde,iloinde
2508,egressi,egressi
2509,discipuli,discipuli
2510,"navi,",naui
2511,viderunt,uiderunt
2512,prunas,prunas
2513,positas,positas
2514,superpositum,superpositum
2515,panem.,panem
2516,gloriosa,gloriosa
2517,vilis,uilis
2518,pauperum,pauperum
2519,piscatorum,piscatorum
2520,(10v).,
2521,vere,uere
2522,impletum,impletum
2523,verbum,uerbum
2524,ascenderis,ascenderis
2525,infernum,infernum
2526,mergeris.”,mergeris
2527,Galylee,galilee
2528,"ingreditur,",ingreditur
2529,ulteriori,ulteriori
2530,videntur,uidentur
2531,Galylee.,galilee
2532,"isto,",isto
2533,"Corozaym,",corosaim
2534,"quosdam,",quosdam
2535,introitus,introitus
2536,Ydumee.,idumee
2537,firmo,firmo
2538,transit,transit
2539,litus,litus
2540,occidentem,occidentem
2541,Thobia.,tobia
2542,Ysaia,isaia
2543,‘via,uia
2544,transiordanem,transiordanem
2545,gentium.’,gencium
2546,Via,uia
2547,precedit,precedit
2548,additur,additur
2549,"Aran,",aran
2550,gentium,gencium
2551,Iordane,iordane
2552,terminatur.Ab,terminaturab
2553,influit,influit
2554,eas,eas
2555,supra.,supra
2556,Transit,transit
2557,medium,medium
2558,egrediens,egrediens
2559,dirigit,dirigit
2560,cursum,cursum
2561,"primo,",primo
2562,sic,sic
2563,Galilee.De,galileede
2564,ostio,ostio
2565,fluvii,fluuii
2566,Suecha,sueca
2567,unde,unde
2568,Job,iob
2569,Baldach,baldac
2570,Suithes.,suites
2571,Iuxta,iuxta
2572,pyramis,piramis
2573,planioribus,planioribus
2574,consueverunt,consueuerunt
2575,Aran,aran
2576,Hamon,hamon
2577,"orientali,",orientali
2578,Fiale,fiale
2579,nundinas,nundinas
2580,toto,toto
2581,"estatis,",estatis
2582,"amenitatem,",amenitatem
2583,erigere,erigere
2584,tentoria,tentoria
2585,diversorum,diuersorum
2586,"colorum,",colorum
2587,existentibus,existentibus
2588,pulchrum,pulcrum
2589,generant,generant
2590,perspectum,perspectum
2591,tabernacula,tabernacula
2592,Canticis,canticis
2593,appellantur.De,appelanturde
2594,(11r),
2595,"Camelam,",camelam
2596,"mons,",mons
2597,modum,modum
2598,cameli,cameli
2599,"dispositus,",dispositus
2600,longior,longior
2601,colli,coli
2602,"cameli,",cameli
2603,gibbum,gibbum
2604,"dorsum,",dorsum
2605,fine,fine
2606,caude,caude
2607,declinare.,declinare
2608,"quod,",quod
2609,"regio,",regio
2610,Bosra.,bosra
2611,Circa,circa
2612,occidentale,occidentale
2613,"Pentapolis,",pentapolis
2614,"eius,",eius
2615,"Aser,",aser
2616,Georgii,georgii
2617,"appellatur,",appelatur
2618,sinistro,sinistro
2619,Sephet,sepet
2620,"Cedar,",cedar
2621,"regionis,",regionis
2622,Aram.,aram
2623,‘vir,uir
2624,Hus,hus
2625,Iob.’,iob
2626,glossa:,glossa
2627,‘Aram,aram
2628,pater,pater
2629,"Syrorum,",sirorum
2630,condidit,condidit
2631,"Syriam,",siriam
2632,"Hus,",hus
2633,conditorem,conditorem
2634,regionis.’,regionis
2635,Celessyriam,celessiriam
2636,Palestinam,palestinam
2637,tenuit,tenuit
2638,principatum.,principatum
2639,dicta.,dicta
2640,vir,uir
2641,husitide.,husitide
2642,Hanc,hanc
2643,habuit,habuit
2644,tetracha,tetraca
2645,"Ythuream,",ituream
2646,Sydoniorum,sidoniorum
2647,Tyriorum,tiriorum
2648,"Acconensium,",acconensium
2649,Pheniciam,penitiam
2650,dividunt,diuidunt
2651,precedenti,precedenti
2652,"secunda,",secunda
2653,"meridiem,",meridiem
2654,occidentem.De,occidentemde
2655,divisione.,diuisione
2656,relinquens,relinquens
2657,sinistram.,sinistram
2658,Matheum,mateum
2659,vocavit,uocauit
2660,Thelonio,telonio
2661,sessionis,sessionis
2662,strata,strata
2663,regia.,regia
2664,rivum,riuum
2665,conscendit.,conscendit
2666,iste:,iste
2667,Primo,primo
2668,Sangeor,sangeor
2669,sanctus,sanctus
2670,creditur,creditur
2671,natus,natus
2672,pingui,pingui
2673,fertili,fertili
2674,amena.,amena
2675,amenitas,amenitas
2676,Galilee.,galilee
2677,sortis,sortis
2678,(11v),
2679,amenitatem,amenitatem
2680,poterat,poterat
2681,Gen.:,gen
2682,‘Aser,aser
2683,pinguis,pinguis
2684,panis,panis
2685,prebens,prebens
2686,delicias,delitias
2687,regibus.’,regibus
2688,utique,utique
2689,verificatum,uerificatum
2690,sorte,sorte
2691,huius.,huius
2692,declinando,declinando
2693,Naason,naason
2694,legitur,legitur
2695,Ioseph,iosep
2696,invenit,inuenit
2697,fratres,fratres
2698,"suos,",suos
2699,Bethulie,betulie
2700,opidum,opidum
2701,"amenum,",amenum
2702,olivetis,oliuetis
2703,ficubus,ficubus
2704,pinguibus.,pinguibus
2705,cysterna,cisterna
2706,missus,missus
2707,"Ioseph,",iosep
2708,veniens,ueniens
2709,Bethsayda,betsaida
2710,ascendens,ascendens
2711,"Bethulie,",betulie
2712,Esdrelon,esdrelon
2713,Thabor,tabor
2714,sinistram,sinistram
2715,Magedo,magedo
2716,"Effraym,",efraim
2717,Ramatha,ramata
2718,Sophim,sopim
2719,"Gazam,",gasam
2720,Egyptum.,egiptum
2721,Per,per
2722,venerunt,uenerunt
2723,Ysmahelite,ismahelite
2724,emerunt,emerunt
2725,Ioseph.,iosep
2726,"Regum,",regum
2727,vallaverunt,ualauerunt
2728,"Heliseum,",heliseum
2729,duxit,duxit
2730,"Samarie,",samarie
2731,dietam.,dietam
2732,solum,solum
2733,contracta,contracta
2734,antiquo,antiquo
2735,"adiacet,",adiacet
2736,"altos,",altos
2737,irrigua,irrigua
2738,ideo,ideo
2739,pascuosa,pascuosa
2740,alendis,alendis
2741,apta.,apta
2742,Nason,nason
2743,"Thobias,",tobias
2744,occidente,occidente
2745,altum,altum
2746,inaccessibilem,inaccessibilem
2747,"orientis,",orientis
2748,breve,breue
2749,spacium.,spacium
2750,puto,puto
2751,excidii,excidii
2752,Iosephum,iosepum
2753,Iocapatam,iocapatam
2754,dictam.,dictam
2755,obsessus,obsessus
2756,Romanis,romanis
2757,captus,captus
2758,ipse,ipse
2759,testatur.,testatur
2760,Syrin,sirin
2761,parum,parum
2762,leucam.De,leucamde
2763,angulo,angulo
2764,curvari,curuari
2765,"Bothsaida,",botsaida
2766,Andree,andree
2767,Petri,petri
2768,"Philippi,",pilippi
2769,(12r),
2770,aqueductum,aqueductum
2771,vocat,uocat
2772,parvum,paruum
2773,Huius,huius
2774,apparent.Inde,apparentinde
2775,meridiem,meridiem
2776,"Magdalum,",magdalum
2777,Marie,marie
2778,Magdalene,magdalene
2779,domum,domum
2780,intravi.,intraui
2781,Situm,situm
2782,Bethulia,betulia
2783,pascuosam.,pascuosam
2784,villas,uilas
2785,aliquas,aliquas
2786,alio,alio
2787,castella,castela
2788,divisionem,diuisionem
2789,pertinentia,pertinentia
2790,Gecasenorum,gecasenorum
2791,opposita.,opposita
2792,"Gerasa,",gerasa
2793,"Gadera,",gadera
2794,"Pella,",pela
2795,"suithes,",suites
2796,Theman,teman
2797,Ebifar,ebifar
2798,"Thomanites,",tomanites
2799,Gerasa,gerasa
2800,Tyberiadem,tiberiadem
2801,declinans,declinans
2802,dimidia,dimidia
2803,acceperat.,acceperat
2804,montuosa,montuosa
2805,"videtur,",uidetur
2806,"intravi,",intraui
2807,"Seyr,",seir
2808,Dicebatur,dicebatur
2809,appellata.,appelata
2810,cessit,cessit
2811,"Manasse,",manasse
2812,possedit,possedit
2813,Appellantur,appelantur
2814,comuniter,comuniter
2815,lingua,lingua
2816,discrepant,discrepant
2817,forte,forte
2818,tonsura,tonsura
2819,vestitu.,uestitu
2820,Hoc,hoc
2821,alius,alius
2822,Edam,edam
2823,"Rubri,",rubri
2824,Codorlahomor,codorlahomor
2825,percusserunt,percusserunt
2826,Thorreos,torreos
2827,habitabant,habitabant
2828,dictus,dictus
2829,"appellatus,",appelatus
2830,dum,dum
2831,natus.,natus
2832,Antycipationem,anticipationem
2833,deut.,deut
2834,(12v),
2835,‘transibitis,transibitis
2836,terminos,terminos
2837,vestrorum,uestrorum
2838,timebunt,timebunt
2839,vos’.,uos
2840,venientibus,uenientibus
2841,Egypto,egipto
2842,venturis,uenturis
2843,certum,certum
2844,accesserunt,accesserunt
2845,exirent,exirent
2846,"Egypto,",egipto
2847,Damasco,damasco
2848,pervenerunt.,peruenerunt
2849,Alius,alius
2850,"loquitur,",loquitur
2851,deserto,deserto
2852,Faran,faran
2853,longo,longo
2854,circuierunt,circuierunt
2855,prohibiti,prohibiti
2856,Domino,domino
2857,"intrare,",intrare
2858,2:,
2859,‘In,in
2860,habitaverunt,habitauerunt
2861,Chorrei,correi
2862,eiectis,eiectis
2863,atque,et
2864,deletis,deletis
2865,eis.’,eis
2866,"Galaad,",galaad
2867,"tempore,",tempore
2868,Iacob,iacob
2869,rediit,rediit
2870,Syrie.,sirie
2871,"Esau,",esau
2872,patre,patre
2873,assumptis,assumptis
2874,"omnibus,",omnibus
2875,"habebat,",habebat
2876,alteram,alteram
2877,Nulli,nuli
2878,dubium,dubium
2879,quin,quin
2880,separatus,separatus
2881,suo.,suo
2882,redeunti,redeunti
2883,occurrit,occurrit
2884,vadum,uadum
2885,Jabech,iabec
2886,isti.,isti
2887,33,
2888,lacob,lacob
2889,transivisset,transiuisset
2890,"Phanuel,",panaut
2891,elevans,eleuans
2892,oculos,oculos
2893,vidit,uidit
2894,venientem,uenientem
2895,Esau.,esau
2896,"locus,",locus
2897,immediate,imediate
2898,venisse.,uenisse
2899,venisse,uenisse
2900,"videndo,",uidendo
2901,diversitas,diuersitas
2902,accidisse,accidisse
2903,habitationum,habitationum
2904,uxores,uxores
2905,Ismahel,ismahel
2906,sorore,sorore
2907,Nabayoth,nabaiot
2908,Pharan,paran
2909,socer,socer
2910,Ysmael.,ismel
2911,Gen.,gen
2912,(13r),
2913,gnarus,gnarus
2914,sagittandi,sagitandi
2915,moratus,moratus
2916,solitudine,solitudine
2917,"Pharan,",paran
2918,posteri,posteri
2919,conversati.,conuersati
2920,Duxit,duxit
2921,prius,prius
2922,"habuerat,",habuerat
2923,"Colibama,",colibama
2924,"Ane,",ane
2925,Sebeon,sebeon
2926,Evehi.,euehi
2927,Evehus,euehus
2928,Scitopoleos,scitopoleos
2929,cui,cui
2930,vicinus,uicinus
2931,rediret,rediret
2932,Mesopothamia.,mesopotamia
2933,occurrere,occurrere
2934,fratri,fratri
2935,tacite,tacite
2936,innuere.,innuere
2937,recedente,recedente
2938,Laban,laban
2939,"Iacob,",iacob
2940,pergebat,pergebat
2941,cepto,cepto
2942,itinere,itinere
2943,obuios,obuios
2944,dixit:,dixit
2945,dei,dei
2946,nomen,nomen
2947,loci,loci
2948,"Manaym,",manaim
2949,"castra,",castra
2950,"Gad,",gad
2951,misit,misit
2952,nuncios,nuntios
2953,fratem,fratem
2954,redierunt.,redierunt
2955,‘seperavit,seperauit
2956,munera,munera
2957,suo’,suo
2958,gregibus,gregibus
2959,manus,manus
2960,nuciorum.,nutiorum
2961,‘precesserunt,precesserunt
2962,itaque,itaque
2963,"munera,",munera
2964,"castris,’",castris
2965,"manaym,",manaim
2966,‘nocte,nocte
2967,"illa,",ila
2968,cumque,cumque
2969,mane,mane
2970,surrexisset,surrexisset
2971,Iaboch’,iaboc
2972,"ibi,",ibi
2973,‘ecce,ecce
2974,luctabatur,luctabatur
2975,eo’,eo
2976,cetera.,cetera
2977,"infra,",infra
2978,‘vocavitque,uocauitque
2979,Phanuel.’,panaut
2980,Iaboch,iaboc
2981,Gad.,gad
2982,‘Ortusque,ortusque
2983,transisset,transisset
2984,Phanuel’,panaut
2985,"sequitur,",sequitur
2986,‘levans,leuans
2987,Esau’,esau
2988,Ecce,ecce
2989,monti,monti
2990,Galilee.Est,galileeest
2991,tercius,tercius
2992,finibus,finibus
2993,Azoti,asoti
2994,Ascalonis,ascalonis
2995,ascriptus,ascriptus
2996,Iuda,iuda
2997,distributione,distributione
2998,quare,quare
2999,legisse.,legisse
3000,Habitatores,habitatores
3001,Ydumei,idumei
3002,dicti,dicti
3003,Edom,edom
3004,"dicebantur,",dicebantur
3005,Antipater,antipater
3006,Herodes,herodes
3007,Ascalonica,ascalonica
3008,materia,materia
3009,Gad,gad
3010,"Gelboe,",gelboe
3011,(13v),
3012,"egreditur,",egreditur
3013,deinceps,deinceps
3014,orientale,orientale
3015,campestria,campestria
3016,Abarim,abarim
3017,Sechim,secim
3018,Jericho.,ierico
3019,Ultra,ultra
3020,"vero,",uero
3021,"deserti,",deserti
3022,Postea,postea
3023,succedit,succedit
3024,quamdiu,quamdiu
3025,durat,durat
3026,australe,australe
3027,coniunctus,coniunctus
3028,Sanay,sanai
3029,Rubrum.Secunda,rubrumsecunda
3030,quarte,quarte
3031,orientalis.,orientalis
3032,orientalis,orientalis
3033,euroaustrum,euroaustrum
3034,Chana,cana
3035,convertit,conuertit
3036,"vinum,",uinum
3037,steterunt,steterunt
3038,ydree,idree
3039,triclinium,triclinium
3040,mense.,mense
3041,operatus,operatus
3042,"terra,",terra
3043,descenditur,descenditur
3044,criptam,criptam
3045,"gradus,",gradus
3046,"nativitatis,",naciuitatis
3047,terra.,terra
3048,aliam,aliam
3049,invenio,inuenio
3050,frequentes,frequentes
3051,destructiones,destructiones
3052,"ecclesiarum,",ecclesiarum
3053,"ipsa,",ipsa
3054,"exaltate,",exaltate
3055,qualitercumque,qualitercumque
3056,conplanatis,conplanatis
3057,edificia,edifitia
3058,constructa.,constructa
3059,devotionem,deuotionem
3060,visitandi,uisitandi
3061,"sancta,",sancta
3062,volentes,uolentes
3063,vera,uera
3064,"loca,",loca
3065,res,res
3066,gesta,gesta
3067,pervenire,peruenire
3068,oportuit,oportuit
3069,emundarent,emundarent
3070,gradus,gradus
3071,faciendos,faciendos
3072,pervenirent.,peruenirent
3073,criptis,criptis
3074,rotundum,rotundum
3075,declivi,decliui
3076,Sub,sub
3077,"pulchram,",pulcram
3078,"Carmelion,",carmelion
3079,"Sephorum,",seporum
3080,fertilem,fertilem
3081,amenum,amenum
3082,valde.De,ualdede
3083,"via,",uia
3084,Sephoro,seporo
3085,"ducit,",ducit
3086,Roma,roma
3087,"nomine,",nomine
3088,Jonas,ionas
3089,sepultus,sepultus
3090,fuisse.,fuisse
3091,Villa,uila
3092,Nazareth,nasaret
3093,includit,includit
3094,predictum,predictum
3095,Carmeleon,carmeleon
3096,grandis,grandis
3097,"Abelina,",abelina
3098,Iudith,iudit
3099,Holofernes,holofernes
3100,vadens,uadens
3101,(14r),
3102,secus,secus
3103,oportebat,oportebat
3104,difficultatem,dificultatem
3105,poterat.,poterat
3106,oriundus,oriundus
3107,Heliseus,heliseus
3108,regum,regum
3109,"19,",
3110,constracta,constracta
3111,modicam,modicam
3112,occidentem.,occidentem
3113,marmoree,marmoree
3114,"gloriosam,",gloriosam
3115,sita.De,sitade
3116,Abelma,abelma
3117,bonam,bonam
3118,occidit,occidit
3119,Holofernem.,holofernem
3120,Galileam,galileam
3121,pulcher,pulcer
3122,munitus.,munitus
3123,plures.,plures
3124,tuitione,tuitione
3125,factum.,factum
3126,indicia,inditia
3127,castrorum,castrorum
3128,Holofernis,holofernis
3129,prope,prope
3130,"Dothaym,",dotaim
3131,lavit,lauit
3132,giravit,girauit
3133,redeundo.,redeundo
3134,investigavi,inuestigaui
3135,Mansi,mansi
3136,nocte.,nocte
3137,Tyberias,tiberias
3138,Cevereth,ceueret
3139,Ce,ce
3140,<dicob>,dicob
3141,vereth,ueret
3142,postmodum,postmodum
3143,Herode,herode
3144,tetrarcha,tetrarca
3145,instaurata,instaurata
3146,honorem,honorem
3147,Tiberii,tiberii
3148,Cesaris,cesaris
3149,longa,longa
3150,balnea,balnea
3151,medicabilia,medicabilia
3152,palme,palme
3153,oliveta,oliueta
3154,ficeta,ficeta
3155,valde.Hic,ualdehic
3156,Tyberiade,tiberiade
3157,Decapoleos,decapoleos
3158,lacobus,lacobus
3159,Vitriaco,uitriaco
3160,lerusalemitanus,lerusalemitanus
3161,sedis,sedis
3162,legatus,legatus
3163,conquesta,conquesta
3164,sic:,sic
3165,‘regionis,regionis
3166,fines,fines
3167,extremitates,extremitates
3168,occidente’,occidente
3169,latitudo,latitudo
3170,procenditur,procenditur
3171,Tyberiadense,tiberiadense
3172,aquilonali,aquilonali
3173,Damascum.’,damascum
3174,Decapolis,decapolis
3175,principalibus,principalibus
3176,"sitis,",sitis
3177,"Tyberias,",tiberias
3178,"Sephet,",sepet
3179,(14v),
3180,Iuliam,iuliam
3181,"Iocapata,",iocapata
3182,"Bethsayda,",betsaida
3183,Catozaym,catosaim
3184,Bethsan,betsan
3185,istas.Hoc,istashoc
3186,nihilominus,niilominus
3187,supradictum,supradictum
3188,"Ythurea,",iturea
3189,"Roab,",roab
3190,"Kabul,",kabul
3191,Galylea,galilea
3192,"gentium,",gencium
3193,"superior,",superior
3194,eadem,eadem
3195,appelletur.,appeletur
3196,dietam,dietam
3197,latum.,latum
3198,Neque,neque
3199,longitudo,longitudo
3200,excedat,excedat
3201,"latitudinem,",latitudinem
3202,modica,modica
3203,quantitate.,quantitate
3204,territorium,territorium
3205,Sydoniense,sidoniense
3206,"Sarracenos,",sarracenos
3207,Bacharite,bacarite
3208,Passum,passum
3209,"inhabitant,",inhabitant
3210,Berethum,beretum
3211,Bakar.,bakar
3212,radices,radices
3213,Saltus,saltus
3214,redeundo,redeundo
3215,Abelina,abelina
3216,Sephorum,seporum
3217,"pulchrum,",pulcrum
3218,Ioachim,ioacim
3219,"fuisse,",fuisse
3220,Carmeleon.,carmeleon
3221,modicum,modicum
3222,"Nazaret,",nasaret
3223,Yesse,iesse
3224,"salutatione,",salutatione
3225,sancto,sancto
3226,concepit,concepit
3227,ventris,uentris
3228,fructum,fructum
3229,benedictum,benedictum
3230,Christum.,cristum
3231,permanens,permanens
3232,angelus,angelus
3233,Gabriel,gabriel
3234,virgini,uirgini
3235,attulit,atulit
3236,nuncium,nuncium
3237,salutare,salutare
3238,‘Ave,aue
3239,gratia,gratia
3240,plena,plena
3241,tecum,tecum
3242,benedicta,benedicta
3243,mulieribus’.,mulieribus
3244,Plures,plures
3245,immo,imo
3246,caro,caro
3247,Sit,sit
3248,nomem,nomem
3249,eternum,eternum
3250,ultra.,ultra
3251,Tria,tria
3252,altaria,altaria
3253,"capella,",capela
3254,excisa,excisa
3255,petra,petra
3256,nativitatis,naciuitatis
3257,"resurrectionis,",resurrectionis
3258,"rupe,",rupe
3259,apparet.,apparet
3260,synagoga,sinagoga
3261,"commutata,",comutata
3262,docenti,docenti
3263,traditus,traditus
3264,liber,liber
3265,Ysaye,isaie
3266,prophete,propete
3267,(15r),
3268,legit,legit
3269,‘Spiritus,spiritus
3270,unxerit,unxerit
3271,me’,me
3272,sancti,sancti
3273,Gabrielis,gabrielis
3274,"habetur,",habetur
3275,hausit,hausit
3276,aquam,aquam
3277,sepe,sepe
3278,puer,puer
3279,ministrans,ministrans
3280,dilecte,dilecte
3281,matri,matri
3282,sue.,sue
3283,Extra,extra
3284,quater,quater
3285,arcus,arcus
3286,"Domini,",domini
3287,volebant,uolebant
3288,precipitare,precipitare
3289,exivit,exiuit
3290,"eorum,",eorum
3291,inventus,inuentus
3292,oppositi,oppositi
3293,lineamenta,lineamenta
3294,vestium,uescium
3295,impressa.,impressa
3296,minor,minor
3297,"Hermonum,",hermonum
3298,Endor,endor
3299,Naym,naim
3300,Iezrahel,iesrahel
3301,campi,campi
3302,Magni.De,magnide
3303,transfiguratus,transfiguratus
3304,"dominus,",dominus
3305,trium,trium
3306,tabernaculorum,tabernaculorum
3307,desiderium,desiderium
3308,constructorum.,constructorum
3309,"palatiorum,",palatiorum
3310,turrium,turrium
3311,regalium,regalium
3312,"edificiorum,",edifitiorum
